code,name,brand,category,description,price_usd,price_ars
1001/00010-084,ABRAZADERA CHAPA FILTRO AIRE,NSU,Repuestos / General,"ABRAZADERA CHAPA FILTRO AIRE Marca/fabricante: NSU. Categoría: Repuestos / General. precio USD 0.3585420678475125 | precio ARS 0.0 Código interno: 1001/00010-084. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.3585420678475125,0.0
1005/02102-630,ACEITE MOTO 4T 20W40 X 1LT YAMALUBE,,Lubricantes,"ACEITE MOTO 4T 20W40 X 1LT YAMALUBE Categoría: Lubricantes. precio USD 0.0 | precio ARS 7822.364318999999 Código interno: 1005/02102-630. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,7822.364318999999
1007/01105-658,ACEITE POWER TRAC 4T 15W50 DOYPACK x 1 LITRO(SEMI,GULF,Lubricantes,"ACEITE POWER TRAC 4T 15W50 DOYPACK x 1 LITRO(SEMI Marca/fabricante: GULF. Categoría: Lubricantes. precio USD 0.0 | precio ARS 8434.681794 Código interno: 1007/01105-658. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,8434.681794
1007/01100-658,ACEITE POWER TRAC 4T 15W50 x 1 LITRO(SEMISINTETICO,GULF,Lubricantes,"ACEITE POWER TRAC 4T 15W50 x 1 LITRO(SEMISINTETICO Marca/fabricante: GULF. Categoría: Lubricantes. precio USD 0.0 | precio ARS 8459.713548 Código interno: 1007/01100-658. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,8459.713548
1003/01010-658,ACEITE PRIDE 2T VERDE SACHET x 100 ML(MINERAL),GULF,Lubricantes,"ACEITE PRIDE 2T VERDE SACHET x 100 ML(MINERAL) Marca/fabricante: GULF. Categoría: Lubricantes. precio USD 0.0 | precio ARS 660.0385440000001 Código interno: 1003/01010-658. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,660.0385440000001
1003/03100-658,ACEITE PRIDE 2T VERDE x 1 LITRO (MINERAL),GULF,Lubricantes,"ACEITE PRIDE 2T VERDE x 1 LITRO (MINERAL) Marca/fabricante: GULF. Categoría: Lubricantes. precio USD 0.0 | precio ARS 4572.793764 Código interno: 1003/03100-658. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,4572.793764
1005/02100-658,ACEITE PRIDE 4T SPECIAL 20W50  x 1 LITRO(MINERAL),GULF,Lubricantes,"ACEITE PRIDE 4T SPECIAL 20W50  x 1 LITRO(MINERAL) Marca/fabricante: GULF. Categoría: Lubricantes. precio USD 0.0 | precio ARS 5504.104386 Código interno: 1005/02100-658. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,5504.104386
1005/02105-658,ACEITE PRIDE 4T SPECIAL DOYPACK 20W 50x1LITRO MINE,GULF,Lubricantes,"ACEITE PRIDE 4T SPECIAL DOYPACK 20W 50x1LITRO MINE Marca/fabricante: GULF. Categoría: Lubricantes. precio USD 0.0 | precio ARS 5238.487485000001 Código interno: 1005/02105-658. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,5238.487485000001
1005/02103-658,ACEITE PRIDE 4T SPECIAL DOYPACK 20W 50x800ML MINER,GULF,Lubricantes,"ACEITE PRIDE 4T SPECIAL DOYPACK 20W 50x800ML MINER Marca/fabricante: GULF. Categoría: Lubricantes. precio USD 0.0 | precio ARS 4128.877071 Código interno: 1005/02103-658. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,4128.877071
1009/01100-658,ACEITE SYNTRAC 4T 10W 40 x 1 LITRO (SINTETICO),GULF,Lubricantes,"ACEITE SYNTRAC 4T 10W 40 x 1 LITRO (SINTETICO) Marca/fabricante: GULF. Categoría: Lubricantes. precio USD 0.0 | precio ARS 15019.807077 Código interno: 1009/01100-658. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,15019.807077
1225/00400-536,ACOPLE CARBURADOR CORTINA PLANA DIAM35 COMPETICION,AF,Carburación,"ACOPLE CARBURADOR CORTINA PLANA DIAM35 COMPETICION Marca/fabricante: AF. Categoría: Carburación. precio USD 0.0 | precio ARS 2836.066365 Código interno: 1225/00400-536. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,2836.066365
1225/00410-536,ACOPLE CARBURADOR CORTINA PLANA DIAM40 COMPETICION,AF,Carburación,"ACOPLE CARBURADOR CORTINA PLANA DIAM40 COMPETICION Marca/fabricante: AF. Categoría: Carburación. precio USD 0.0 | precio ARS 2836.066365 Código interno: 1225/00410-536. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,2836.066365
1548/00010-536,ACRILICO TABLERO GILERA SMASH/BIZ,AF,Tablero / Carrocería,"ACRILICO TABLERO GILERA SMASH/BIZ Marca/fabricante: AF. Categoría: Tablero / Carrocería. precio USD 0.0 | precio ARS 2827.892331 Código interno: 1548/00010-536. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,2827.892331
1548/00010-022,ACRILICO TABLERO GILERA SMASH/BIZ,NSU,Tablero / Carrocería,"ACRILICO TABLERO GILERA SMASH/BIZ Marca/fabricante: NSU. Categoría: Tablero / Carrocería. precio USD 2.419964945892334 | precio ARS 0.0 Código interno: 1548/00010-022. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",2.419964945892334,0.0
1548/00015-536,ACRILICO TABLERO HONDA BIZ 125,AF,Tablero / Carrocería,"ACRILICO TABLERO HONDA BIZ 125 Marca/fabricante: AF. Categoría: Tablero / Carrocería. precio USD 0.0 | precio ARS 2827.892331 Código interno: 1548/00015-536. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,2827.892331
1548/00014-536,ACRILICO TABLERO HONDA BIZ 125 REVOLUTION,AF,Tablero / Carrocería,"ACRILICO TABLERO HONDA BIZ 125 REVOLUTION Marca/fabricante: AF. Categoría: Tablero / Carrocería. precio USD 0.0 | precio ARS 2827.892331 Código interno: 1548/00014-536. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,2827.892331
1548/00050-038,ACRILICO TABLERO HONDA CG150 TITAN NEW 2018,NSU,Tablero / Carrocería,"ACRILICO TABLERO HONDA CG150 TITAN NEW 2018 Marca/fabricante: NSU. Categoría: Tablero / Carrocería. precio USD 5.084327527435685 | precio ARS 0.0 Código interno: 1548/00050-038. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",5.084327527435685,0.0
1548/00011-536,ACRILICO TABLERO HONDA WAVE/GUERRERO G100,AF,Tablero / Carrocería,"ACRILICO TABLERO HONDA WAVE/GUERRERO G100 Marca/fabricante: AF. Categoría: Tablero / Carrocería. precio USD 0.0 | precio ARS 2827.892331 Código interno: 1548/00011-536. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,2827.892331
1548/00011-022,ACRILICO TABLERO HONDA WAVE/GUERRERO G100,NSU,Tablero / Carrocería,"ACRILICO TABLERO HONDA WAVE/GUERRERO G100 Marca/fabricante: NSU. Categoría: Tablero / Carrocería. precio USD 3.002997003804588 | precio ARS 0.0 Código interno: 1548/00011-022. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",3.002997003804588,0.0
1548/00016-022,ACRILICO TABLERO YAMAHA CRYPTON,NSU,Tablero / Carrocería,"ACRILICO TABLERO YAMAHA CRYPTON Marca/fabricante: NSU. Categoría: Tablero / Carrocería. precio USD 2.407928012383461 | precio ARS 0.0 Código interno: 1548/00016-022. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",2.407928012383461,0.0
1548/00016-566,ACRILICO TABLERO YAMAHA CRYPTON,VC,Tablero / Carrocería,"ACRILICO TABLERO YAMAHA CRYPTON Marca/fabricante: VC. Categoría: Tablero / Carrocería. precio USD 0.0 | precio ARS 3469.485393 Código interno: 1548/00016-566. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,3469.485393
1548/00017-536,ACRILICO TABLERO YAMAHA NEW CRYPTON,AF,Tablero / Carrocería,"ACRILICO TABLERO YAMAHA NEW CRYPTON Marca/fabricante: AF. Categoría: Tablero / Carrocería. precio USD 0.0 | precio ARS 2827.892331 Código interno: 1548/00017-536. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,2827.892331
1548/00012-566,ACRILICO TABLERO ZAN SEXY 110,VC,Tablero / Carrocería,"ACRILICO TABLERO ZAN SEXY 110 Marca/fabricante: VC. Categoría: Tablero / Carrocería. precio USD 0.0 | precio ARS 3036.506616 Código interno: 1548/00012-566. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,3036.506616
1548/00013-566,ACRILICO TABLERO ZANELLA  ZB 2007/8/9,VC,Tablero / Carrocería,"ACRILICO TABLERO ZANELLA  ZB 2007/8/9 Marca/fabricante: VC. Categoría: Tablero / Carrocería. precio USD 0.0 | precio ARS 3032.978256 Código interno: 1548/00013-566. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,3032.978256
1548/00020-566,ACRILICO TABLERO ZANELLA VENTO,VC,Tablero / Carrocería,"ACRILICO TABLERO ZANELLA VENTO Marca/fabricante: VC. Categoría: Tablero / Carrocería. precio USD 0.0 | precio ARS 3036.496815 Código interno: 1548/00020-566. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,3036.496815
1548/00030-536,ACRILICO TABLERO ZANELLA ZB110 M/V-FUTURA,AF,Tablero / Carrocería,"ACRILICO TABLERO ZANELLA ZB110 M/V-FUTURA Marca/fabricante: AF. Categoría: Tablero / Carrocería. precio USD 0.0 | precio ARS 2827.892331 Código interno: 1548/00030-536. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,2827.892331
1648/08340-560,ADAPTADOR DE MANUBRIO 22.22 A 28.6MM ALUMINIO,MDA,Manubrio / Dirección,"ADAPTADOR DE MANUBRIO 22.22 A 28.6MM ALUMINIO Marca/fabricante: MDA. Categoría: Manubrio / Dirección. precio USD 0.0 | precio ARS 51499.305495 Código interno: 1648/08340-560. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,51499.305495
1648/08341-560,ADAPTADOR DE MANUBRIO 22.22 A 28.6MM NEGRO,MDA,Manubrio / Dirección,"ADAPTADOR DE MANUBRIO 22.22 A 28.6MM NEGRO Marca/fabricante: MDA. Categoría: Manubrio / Dirección. precio USD 0.0 | precio ARS 51499.305495 Código interno: 1648/08341-560. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,51499.305495
1299/00025-566,ADAPTADOR PARA PATENTE GILERA SMASH,VC,Repuestos / General,"ADAPTADOR PARA PATENTE GILERA SMASH Marca/fabricante: VC. Categoría: Repuestos / General. precio USD 0.0 | precio ARS 1794.964941 Código interno: 1299/00025-566. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,1794.964941
1299/00030-566,ADAPTADOR PARA PATENTE UNIVERSAL,VC,Repuestos / General,"ADAPTADOR PARA PATENTE UNIVERSAL Marca/fabricante: VC. Categoría: Repuestos / General. precio USD 0.0 | precio ARS 1794.964941 Código interno: 1299/00030-566. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,1794.964941
1001/00124-665,AEROSOL FOAM FILTRO x220CC BMB,,Repuestos / General,"AEROSOL FOAM FILTRO x220CC BMB Categoría: Repuestos / General. precio USD 0.0 | precio ARS 6033.877839 Código interno: 1001/00124-665. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,6033.877839
1020/00010-566,ALARGUE AMORTIGUADOR HONDA CG125 X JGO,VC,Suspensión,"ALARGUE AMORTIGUADOR HONDA CG125 X JGO Marca/fabricante: VC. Categoría: Suspensión. precio USD 0.0 | precio ARS 6931.757250000001 Código interno: 1020/00010-566. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,6931.757250000001
1020/00025-621,ALARGUE AMORTIGUADOR MONOSHOCK,,Suspensión,"ALARGUE AMORTIGUADOR MONOSHOCK Categoría: Suspensión. precio USD 0.0 | precio ARS 5634.232263 Código interno: 1020/00025-621. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,5634.232263
1001/10225-623,"ALARMA MOTO C/ENCENDIDO A DISTANCIA,PANICO",DZE,Eléctrico / Seguridad,"ALARMA MOTO C/ENCENDIDO A DISTANCIA,PANICO Marca/fabricante: DZE. Categoría: Eléctrico / Seguridad. precio USD 0.0 | precio ARS 48679.99884 Código interno: 1001/10225-623. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,48679.99884
1537/00800-138,AMOLADORA MINITORNO NEUMATICA 25000RPM C/BROCA,,Repuestos / General,"AMOLADORA MINITORNO NEUMATICA 25000RPM C/BROCA Categoría: Repuestos / General. precio USD 56.43511487887501 | precio ARS 0.0 Código interno: 1537/00800-138. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",56.43511487887501,0.0
1033/00010-532,AMORT. MONOSHOCK CORVEN TRIAX 150/200/250,FAR,Suspensión,"AMORT. MONOSHOCK CORVEN TRIAX 150/200/250 Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 86195.443356 Código interno: 1033/00010-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,86195.443356
1033/00049-532,AMORT. MONOSHOCK HONDA TORNADO,FAR,Suspensión,"AMORT. MONOSHOCK HONDA TORNADO Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 87521.518656 Código interno: 1033/00049-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,87521.518656
1033/00048-532,AMORT. MONOSHOCK HONDA TWISTER 250,FAR,Suspensión,"AMORT. MONOSHOCK HONDA TWISTER 250 Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 79478.26920000001 Código interno: 1033/00048-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,79478.26920000001
1033/00047-532,AMORT. MONOSHOCK HONDA XLR125,FAR,Suspensión,"AMORT. MONOSHOCK HONDA XLR125 Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 70282.431945 Código interno: 1033/00047-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,70282.431945
1033/00073-532,AMORT. MONOSHOCK MOTOMEL MOTARD,FAR,Suspensión,"AMORT. MONOSHOCK MOTOMEL MOTARD Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 72934.602147 Código interno: 1033/00073-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,72934.602147
1033/00070-532,AMORT. MONOSHOCK MOTOMEL SKUA 150,FAR,Suspensión,"AMORT. MONOSHOCK MOTOMEL SKUA 150 Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 72934.602147 Código interno: 1033/00070-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,72934.602147
1033/00070-022,AMORT. MONOSHOCK MOTOMEL SKUA 150,NSU,Suspensión,"AMORT. MONOSHOCK MOTOMEL SKUA 150 Marca/fabricante: NSU. Categoría: Suspensión. precio USD 56.85825798311394 | precio ARS 0.0 Código interno: 1033/00070-022. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",56.85825798311394,0.0
1033/00075-532,AMORT. MONOSHOCK YAMAHA FZ16,FAR,Suspensión,"AMORT. MONOSHOCK YAMAHA FZ16 Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 184862.44359 Código interno: 1033/00075-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,184862.44359
1033/00085-532,AMORT. MONOSHOCK YAMAHA XTZ 125/250,FAR,Suspensión,"AMORT. MONOSHOCK YAMAHA XTZ 125/250 Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 86195.443356 Código interno: 1033/00085-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,86195.443356
1033/10130-532,AMORT. MONOSHOCK ZANELLA ZTT/ DAKAR200,FAR,Suspensión,"AMORT. MONOSHOCK ZANELLA ZTT/ DAKAR200 Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 111582.483606 Código interno: 1033/10130-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,111582.483606
1025/00060-566,AMORT. TRAS. HONDA ELITE 50,VC,Suspensión,"AMORT. TRAS. HONDA ELITE 50 Marca/fabricante: VC. Categoría: Suspensión. precio USD 0.0 | precio ARS 27264.098367 Código interno: 1025/00060-566. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,27264.098367
1021/00006-532,AMORT. TRAS.HIDRAULICO BETA BS 110,FAR,Suspensión,"AMORT. TRAS.HIDRAULICO BETA BS 110 Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 22907.416653 Código interno: 1021/00006-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,22907.416653
1021/00053-532,AMORT. TRAS.HIDRAULICO GILERA SMASH 110/TRIP,FAR,Suspensión,"AMORT. TRAS.HIDRAULICO GILERA SMASH 110/TRIP Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 19978.436808 Código interno: 1021/00053-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,19978.436808
1021/00050-022,AMORT. TRAS.HIDRAULICO GILERA SMASH-BIZ TUNING,NSU,Suspensión,"AMORT. TRAS.HIDRAULICO GILERA SMASH-BIZ TUNING Marca/fabricante: NSU. Categoría: Suspensión. precio USD 19.39442730910014 | precio ARS 0.0 Código interno: 1021/00050-022. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",19.39442730910014,0.0
1021/00048-022,AMORT. TRAS.HIDRAULICO HONDA C90 M/VIEJO,NSU,Suspensión,"AMORT. TRAS.HIDRAULICO HONDA C90 M/VIEJO Marca/fabricante: NSU. Categoría: Suspensión. precio USD 25.16773611197603 | precio ARS 0.0 Código interno: 1021/00048-022. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",25.16773611197603,0.0
1021/00152-532,AMORT. TRAS.HIDRAULICO HONDA CG 150 TITAN ESD,FAR,Suspensión,"AMORT. TRAS.HIDRAULICO HONDA CG 150 TITAN ESD Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 23972.814756 Código interno: 1021/00152-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,23972.814756
1021/00047-022,AMORT. TRAS.HIDRAULICO HONDA CG125/TITAN 2000KS/ES,NSU,Suspensión,"AMORT. TRAS.HIDRAULICO HONDA CG125/TITAN 2000KS/ES Marca/fabricante: NSU. Categoría: Suspensión. precio USD 15.79069727282524 | precio ARS 0.0 Código interno: 1021/00047-022. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",15.79069727282524,0.0
1021/00067-532,AMORT. TRAS.HIDRAULICO HONDA NEW WAVE 110,FAR,Suspensión,"AMORT. TRAS.HIDRAULICO HONDA NEW WAVE 110 Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 22641.005871 Código interno: 1021/00067-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,22641.005871
1021/00160-532,AMORT. TRAS.HIDRAULICO HONDA STORM 125,FAR,Suspensión,"AMORT. TRAS.HIDRAULICO HONDA STORM 125 Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 23972.814756 Código interno: 1021/00160-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,23972.814756
1021/00066-532,AMORT. TRAS.HIDRAULICO HONDA WAVE NF100,FAR,Suspensión,"AMORT. TRAS.HIDRAULICO HONDA WAVE NF100 Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 22907.397051 Código interno: 1021/00066-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,22907.397051
1021/00052-022,AMORT. TRAS.HIDRAULICO HONDA WAVE,NSU,Suspensión,"AMORT. TRAS.HIDRAULICO HONDA WAVE Marca/fabricante: NSU. Categoría: Suspensión. precio USD 15.79069727282524 | precio ARS 0.0 Código interno: 1021/00052-022. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",15.79069727282524,0.0
1021/00040-532,AMORT. TRAS.HIDRAULICO REG. HONDA BIZC100 CROMO/NE,FAR,Suspensión,"AMORT. TRAS.HIDRAULICO REG. HONDA BIZC100 CROMO/NE Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 19978.436808 Código interno: 1021/00040-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,19978.436808
1025/00040-012,AMORT. TRAS.HIDRAULICO REG. HONDA CD 100 REGENT/TOUGH,,Suspensión,"AMORT. TRAS.HIDRAULICO REG. HONDA CD 100 REGENT/TOUGH Categoría: Suspensión. precio USD 34.61560691400525 | precio ARS 0.0 Código interno: 1025/00040-012. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",34.61560691400525,0.0
1021/00046-532,AMORT. TRAS.HIDRAULICO REG. HONDA CG125,FAR,Suspensión,"AMORT. TRAS.HIDRAULICO REG. HONDA CG125 Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 20510.101854 Código interno: 1021/00046-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,20510.101854
1021/00055-022,AMORT. TRAS.HIDRAULICO REG. HONDACB250NIGHTHAWK,NSU,Suspensión,"AMORT. TRAS.HIDRAULICO REG. HONDACB250NIGHTHAWK Marca/fabricante: NSU. Categoría: Suspensión. precio USD 19.29914899157524 | precio ARS 0.0 Código interno: 1021/00055-022. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",19.29914899157524,0.0
1021/00057-022,AMORT. TRAS.HIDRAULICO REG. KAWASAKI NEO MAX,NSU,Suspensión,"AMORT. TRAS.HIDRAULICO REG. KAWASAKI NEO MAX Marca/fabricante: NSU. Categoría: Suspensión. precio USD 19.91538213225728 | precio ARS 0.0 Código interno: 1021/00057-022. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",19.91538213225728,0.0
1021/00058-022,AMORT. TRAS.HIDRAULICO SUZUKI AX100 ROJO,NSU,Suspensión,"AMORT. TRAS.HIDRAULICO SUZUKI AX100 ROJO Marca/fabricante: NSU. Categoría: Suspensión. precio USD 25.13053948276664 | precio ARS 0.0 Código interno: 1021/00058-022. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",25.13053948276664,0.0
1021/00085-532,AMORT. TRAS.HIDRAULICO YAMAHA YBR 125 SIMIL ORIG,FAR,Suspensión,"AMORT. TRAS.HIDRAULICO YAMAHA YBR 125 SIMIL ORIG Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 21714.830973 Código interno: 1021/00085-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,21714.830973
1021/00200-532,AMORT. TRAS.HIDRAULICO ZANELLA ZB 110/MOTOMEL BIT,FAR,Suspensión,"AMORT. TRAS.HIDRAULICO ZANELLA ZB 110/MOTOMEL BIT Marca/fabricante: FAR. Categoría: Suspensión. precio USD 0.0 | precio ARS 19977.348897 Código interno: 1021/00200-532. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,19977.348897
1036/00060-070,ANTIPARRAS CHOPERA AZUL C/LENTE AZUL (7832),TERCOM,Accesorios / Indumentaria,"ANTIPARRAS CHOPERA AZUL C/LENTE AZUL (7832) Marca/fabricante: TERCOM. Categoría: Accesorios / Indumentaria. precio USD 12.08800034096207 | precio ARS 0.0 Código interno: 1036/00060-070. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",12.08800034096207,0.0
1036/00190-022,ANTIPARRAS CROSS ATV,NSU,Accesorios / Indumentaria,"ANTIPARRAS CROSS ATV Marca/fabricante: NSU. Categoría: Accesorios / Indumentaria. precio USD 5.195620403498268 | precio ARS 0.0 Código interno: 1036/00190-022. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",5.195620403498268,0.0
1036/00180-081,ANTIPARRAS FUME SE1128,NSU,Accesorios / Indumentaria,"ANTIPARRAS FUME SE1128 Marca/fabricante: NSU. Categoría: Accesorios / Indumentaria. precio USD 13.11621767034666 | precio ARS 0.0 Código interno: 1036/00180-081. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",13.11621767034666,0.0
1036/00100-070,ANTIPARRAS LAMINA CUBRE LENTE TEAROFF X 10,TERCOM,Accesorios / Indumentaria,"ANTIPARRAS LAMINA CUBRE LENTE TEAROFF X 10 Marca/fabricante: TERCOM. Categoría: Accesorios / Indumentaria. precio USD 14.50782834852211 | precio ARS 0.0 Código interno: 1036/00100-070. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",14.50782834852211,0.0
1001/00810-591,ANTIRROBO ELECTRONICO 12V APOLO,,Eléctrico / Seguridad,"ANTIRROBO ELECTRONICO 12V APOLO Categoría: Eléctrico / Seguridad. precio USD 0.0 | precio ARS 110573.500059 Código interno: 1001/00810-591. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,110573.500059
1001/00800-591,ANTIRROBO ELECTRONICO 6V APOLO,,Eléctrico / Seguridad,"ANTIRROBO ELECTRONICO 6V APOLO Categoría: Eléctrico / Seguridad. precio USD 0.0 | precio ARS 110573.500059 Código interno: 1001/00800-591. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.0,110573.500059
1849/00010-019,ANTIVIBRADOR ELITE 50  (SET) 22132,TERCOM,Repuestos / General,"ANTIVIBRADOR ELITE 50  (SET) 22132 Marca/fabricante: TERCOM. Categoría: Repuestos / General. precio USD 0.5683635637300052 | precio ARS 0.0 Código interno: 1849/00010-019. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",0.5683635637300052,0.0
1849/00030-019,ANTIVIBRADOR SUZUKI AE 50 (SET) 21481,TERCOM,Repuestos / General,"ANTIVIBRADOR SUZUKI AE 50 (SET) 21481 Marca/fabricante: TERCOM. Categoría: Repuestos / General. precio USD 1.076902283835969 | precio ARS 0.0 Código interno: 1849/00030-019. Repuesto/motoparte del catálogo Tercom, pensado para motos de uso general y modelos equivalentes.",1.076902283835969,0.0
