code,description,price_importado,price_nacional,categoria_nueva,marca_final,modelo_final
1337/00452-038,MANIJAS EMBRAGUE/FRENO MOTOMEL DAKAR 200 A DISCO NSU,3.650610145356491,0,FRENOS,MOTOMEL,NS 200
1337/00552-527,MANIJAS EMBRAGUE/FRENO MOTOMEL MOTARD 200 EDAR,0,13806.629496,OTROS,MOTOMEL,200
1337/00615-527,MANIJAS EMBRAGUE/FRENO MOTOMEL SIRIUS 200 EDAR,0,15182.464473,OTROS,MOTOMEL,200
1337/00040-038,MANIJAS EMBRAGUE/FRENO MOTOMEL SKUA 150/200 NSU,2.571445231153335,0,OTROS,MOTOMEL,SKUA150
1337/00459-527,MANIJAS EMBRAGUE/FRENO MOTOMEL XPLORA 250/SKUA 250 EDAR,0,15182.474274,OTROS,MOTOMEL,SKUA 250
1337/00320-527,MANIJAS EMBRAGUE/FRENO SUZUKI AX 100 RED CHINA EDAR,0,13806.629496,OTROS,SUZUKI,100
1337/00320-038,MANIJAS EMBRAGUE/FRENO SUZUKI AX 100 RED CHINA NSU,1.836746593680954,0,OTROS,SUZUKI,100
1337/00248-527,MANIJAS EMBRAGUE/FRENO SUZUKI DR 350S  EDAR,0,13806.629496,OTROS,SUZUKI,UNIVERSAL
1337/00576-527,MANIJAS EMBRAGUE/FRENO SUZUKI EN 125 A DISCO EDAR,0,15182.474274,FRENOS,SUZUKI,125
1337/00577-527,MANIJAS EMBRAGUE/FRENO SUZUKI EN 125 A ZAPATA EDAR,0,15182.474274,OTROS,SUZUKI,125
1337/00362-527,MANIJAS EMBRAGUE/FRENO SUZUKI GN125 CC EDAR,0,13806.629496,OTROS,SUZUKI,GN125
1337/00109-527,MANIJAS EMBRAGUE/FRENO UNIVERSAL EDAR,0,13806.629496,OTROS,,UNIVERSAL
1337/00572-527,MANIJAS EMBRAGUE/FRENO YAMAHA FZ16 EDAR,0,15182.474274,OTROS,YAMAHA,FZ16
1337/00572-022,MANIJAS EMBRAGUE/FRENO YAMAHA FZ16 NSU,2.843437990130997,0,OTROS,YAMAHA,FZ16
1337/00572-038,MANIJAS EMBRAGUE/FRENO YAMAHA FZ16 NSU,2.843499777288437,0,OTROS,YAMAHA,FZ16
1337/00621-527,MANIJAS EMBRAGUE/FRENO YAMAHA XTZ 125 (2014) EDAR,0,15182.464473,OTROS,YAMAHA,XTZ125
1337/00379-527,MANIJAS EMBRAGUE/FRENO YAMAHA XTZ 125 K EDAR,0,15182.464473,OTROS,YAMAHA,XTZ125
1337/00534-527,MANIJAS EMBRAGUE/FRENO YAMAHA YBR 125 EDAR,0,13806.629496,OTROS,YAMAHA,YBR125
1337/00376-527,MANIJAS EMBRAGUE/FRENO YAMAHA YBR 125 ES EDAR,0,13806.629496,OTROS,YAMAHA,YBR125
1337/00376-022,MANIJAS EMBRAGUE/FRENO YAMAHA YBR 125 ES NSU,3.037138767713356,0,OTROS,YAMAHA,YBR125
1337/00375-527,MANIJAS EMBRAGUE/FRENO YAMAHA YBR 125 KS EDAR,0,13806.629496,OTROS,YAMAHA,YBR125
1337/00375-038,MANIJAS EMBRAGUE/FRENO YAMAHA YBR 125 KS NSU,3.388072605991287,0,OTROS,YAMAHA,YBR125
1337/00375-022,MANIJAS EMBRAGUE/FRENO YAMAHA YBR 125 KS NSU,3.388073341410256,0,OTROS,YAMAHA,YBR125
1337/00534-022,MANIJAS EMBRAGUE/FRENO YAMAHA YBR 125 NSU,2.84350028538929,0,OTROS,YAMAHA,YBR125
1337/00534-038,MANIJAS EMBRAGUE/FRENO YAMAHA YBR 125 NSU,2.843499777288437,0,OTROS,YAMAHA,YBR125
1337/00535-527,MANIJAS EMBRAGUE/FRENO YAMAHA YBR 250 EDAR,0,15182.464473,OTROS,YAMAHA,YBR
1337/00622-527,MANIJAS EMBRAGUE/FRENO YAMAHA YBR 250 EDAR,0,15182.464473,OTROS,YAMAHA,YBR
1337/00492-527,MANIJAS EMBRAGUE/FRENO ZANELLA 200 MOTARD EDAR,0,13806.629496,OTROS,ZANELLA,200
1337/00398-527,MANIJAS EMBRAGUE/FRENO ZANELLA HJ 125 EDAR,0,13806.629496,OTROS,ZANELLA,125
1337/00500-527,MANIJAS EMBRAGUE/FRENO ZANELLA PATAGONIAN EAGLE150 EDAR,0,22795.871472,OTROS,ZANELLA,PATAGONIAN
1337/00287-527,MANIJAS EMBRAGUE/FRENO ZANELLA RX 125/NT200 EDAR,0,13806.629496,OTROS,ZANELLA,125
1337/00020-022,MANIJAS EMBRAGUE/FRENO ZANELLA RX 150 A DISCO NSU,3.678489276872635,0,FRENOS,ZANELLA,NS 150
1337/00496-022,MANIJAS EMBRAGUE/FRENO ZANELLA RX 150 NSU,3.460562502614936,0,OTROS,ZANELLA,NS 150
1337/00608-527,MANIJAS EMBRAGUE/FRENO ZANELLA RX 200 EDAR,0,15182.474274,OTROS,ZANELLA,200
1337/00495-527,MANIJAS EMBRAGUE/FRENO ZANELLA RX 250 EDAR,0,15182.474274,OTROS,ZANELLA,250
1337/00396-527,"MANIJAS EMBRAGUE/FRENO ZANELLA RX150,QUEEN GC 125 EDAR",0,13806.629496,OTROS,ZANELLA,RX150
1337/00195-527,"MANIJAS EMBRAGUE/FRENO ZANELLA XX 125,DT125,DT175 EDAR",0,13806.629496,OTROS,ZANELLA,125
1337/00007-566,MANIJAS EMBRAGUE/FRENO ZANELLA XX ALUMINIO VC,0,5690.127366,OTROS,GILERA / ZANELLA,UNIVERSAL
1337/00397-527,MANIJAS EMBRAGUE/FRENO ZANELLA ZTT 200CC EDAR,0,13806.629496,OTROS,ZANELLA,UNIVERSAL
1337/00030-022,MANIJAS EMBRAGUE/FRENO ZANELLA ZTT 250 NSU,3.155029298207131,0,OTROS,ZANELLA,NS 250
1337/00003-541,MANIJAS FRENO HONDA TITAN FUNDEMAP,0,25.570809,OTROS,HONDA,TITAN
1643/08011-560,MANUBRIO ALUMINIO HONDA BROS NEGRO MDA,0,78542.910765,OTROS,HONDA,UNIVERSAL
1643/00040-022,MANUBRIO ALUMINIO UNIVERSAL NEGRO MOTOCROSS C/SOP NSU,28.12027679947128,0,OTROS,,UNIVERSAL
1643/08031-022,MANUBRIO ALUMINIO UNIVERSAL NEGRO REFORZADO NSU,15.44221291921806,0,OTROS,,UNIVERSAL
1643/08072-038,MANUBRIO ALUMINIO UNIVERSAL NEGRO REFORZADO NSU,23.56599227761381,0,OTROS,,UNIVERSAL
1643/08050-038,MANUBRIO ALUMINIO UNIVERSAL PLATA 1633 NSU,14.43946691422254,0,OTROS,,UNIVERSAL
1643/00030-022,MANUBRIO ALUMINIO UNIVERSAL PLATA MOTOCROSS C/SOP NSU,26.24522788104057,0,OTROS,,UNIVERSAL
1643/08070-038,MANUBRIO ALUMINIO UNIVERSAL PLATA REFORZADO NSU,23.56599227761381,0,OTROS,,UNIVERSAL
1643/00048-077,MANUBRIO CORVEN ENERGY 110/MOTOMEL BLITZ 110 NSU,15.89933034186974,0,OTROS,CORVEN / MOTOMEL,BLITZ
1643/01039-560,MANUBRIO CORVEN HUNTER 150 MDA,0,16765.051545,OTROS,CORVEN,HUNTER 150
1643/01075-560,MANUBRIO CORVEN TRIAX 150 MDA,0,18173.180817,OTROS,CORVEN,TRIAX 150
1643/00054-548,MANUBRIO CORVEN TXR 250 HP,0,29160.71928,OTROS,CORVEN,XR 250
1643/01195-560,MANUBRIO DA DALT C/STEM NEGRO MDA,0,5178.172131000001,OTROS,,UNIVERSAL
1643/01190-560,MANUBRIO GARELLI TEAM GRIS MDA,0,16300.121508,OTROS,,UNIVERSAL
1643/05058-560,MANUBRIO GUERRERO CUSTOM GMX 150/MOTOMEL 250C MDA,0,30948.754914,OTROS,MOTOMEL,150
1643/01197-560,MANUBRIO HERO PUCH 50  CROMADO  MDA,0,4948.681716,OTROS,HERO,50
1643/01011-560,MANUBRIO HONDA 400 SPORT CROMADO. MDA,0,17770.937976,OTROS,HONDA,UNIVERSAL
1643/01010-560,MANUBRIO HONDA 400 SPORT NEGRO MDA,0,14347.154646,OTROS,HONDA,UNIVERSAL
1643/01064-560,MANUBRIO HONDA CB1 125 MDA,0,17770.937976,OTROS,HONDA,CB 125
1643/01046-560,MANUBRIO HONDA CG125 FUN MDA,0,17770.937976,OTROS,HONDA,CG125
1643/01084-560,MANUBRIO HONDA FALCON 400 MDA,0,14669.097894,OTROS,HONDA,UNIVERSAL
1643/01036-560,MANUBRIO HONDA GLH 150 MDA,0,17770.937976,OTROS,HONDA,150
1643/01300-647,MANUBRIO HONDA NEW TITAN CROMADO JN,0,8921.497464,OTROS,HONDA,TITAN
1643/00420-150,MANUBRIO HONDA NXR 125/150 BROSS CROMADO CROMOFORTE,10.93842192931068,0,OTROS,HONDA,XR 125
1643/01088-150,MANUBRIO HONDA NXR BROS 125KS CROMOFORTE,9.348419042715797,0,OTROS,HONDA,XR
1643/01088-560,MANUBRIO HONDA NXR BROS 125KS MDA,0,14669.097894,OTROS,HONDA,XR
1643/01047-560,MANUBRIO HONDA STORM SDH 125 CROMADO MDA,0,17770.937976,OTROS,HONDA,STORM 125
1643/00460-150,MANUBRIO HONDA TITAN 125/150 2000 AL 2008 NEGRO CROMOFORTE,6.110473228800774,0,OTROS,HONDA,TITAN
1643/00430-150,MANUBRIO HONDA TITAN 125/150 CROMADO CROMOFORTE,6.110473228800774,0,OTROS,HONDA,TITAN
1643/01066-560,MANUBRIO HONDA TITAN 150 ESD MDA,0,14669.097894,OTROS,HONDA,TITAN
1643/00400-150,MANUBRIO HONDA TITAN 150 PARED FINA CROMADO CROMOFORTE,10.41798325904477,0,OTROS,HONDA,TITAN
1643/01059-560,MANUBRIO HONDA TITAN 2016 CROMADO MDA,0,17770.937976,OTROS,HONDA,TITAN
1643/01210-647,MANUBRIO HONDA TITAN CG 150 NEGRO JN,0,6767.561097,OTROS,HONDA,CG150 / TITAN
1643/01045-150,MANUBRIO HONDA TITAN CG150 CROMADO CROMOFORTE,7.622966602266311,0,OTROS,HONDA,CG150 / TITAN
1643/01045-647,MANUBRIO HONDA TITAN CG150 CROMADO JN,0,8921.497464,OTROS,HONDA,CG150 / TITAN
1643/01045-560,MANUBRIO HONDA TITAN CG150 CROMADO MDA,0,17770.937976,OTROS,HONDA,CG150 / TITAN
1643/01044-647,MANUBRIO HONDA TITAN CROMADO JN,0,8921.497464,OTROS,HONDA,TITAN
1643/01044-560,MANUBRIO HONDA TITAN CROMADO MDA,0,17770.937976,OTROS,HONDA,TITAN
1643/01040-560,MANUBRIO HONDA TODAY CG125 CROMADO MDA,0,17770.937976,OTROS,HONDA,CG125
1643/00410-150,MANUBRIO HONDA TORNADO 250/NX150/XLX350 NEGRO CROMOFORTE,8.62242222345234,0,OTROS,HONDA,TORNADO
1643/01089-150,MANUBRIO HONDA TORNADO XR250 NEGRO CROMOFORTE,10.76895281907463,0,OTROS,HONDA,TORNADO
1643/01089-647,MANUBRIO HONDA TORNADO XR250 NEGRO JN,0,8273.504349,OTROS,HONDA,TORNADO
1643/01089-560,MANUBRIO HONDA TORNADO XR250 NEGRO MDA,0,18173.180817,OTROS,HONDA,TORNADO
1643/01087-560,MANUBRIO HONDA TRANSALP NEGRO MDA,0,18173.180817,OTROS,HONDA,UNIVERSAL
1643/00056-548,MANUBRIO HONDA TWISTER CB250 MODELO NUEVO HP,0,13413.932829,OTROS,HONDA,TWISTER
1643/01048-150,MANUBRIO HONDA TWISTER CBX250 CROMADO CROMOFORTE,11.43444990339947,0,OTROS,HONDA,TWISTER
1643/01048-647,MANUBRIO HONDA TWISTER CBX250 CROMADO JN,0,8274.964698,OTROS,HONDA,TWISTER
1643/01048-560,MANUBRIO HONDA TWISTER CBX250 CROMADO MDA,0,17770.937976,OTROS,HONDA,TWISTER
1643/01037-647,MANUBRIO HONDA TWISTER CBX250 NEGRO JN,0,6068.602782,OTROS,HONDA,TWISTER
1643/01037-560,MANUBRIO HONDA TWISTER CBX250 NEGRO MDA,0,14669.097894,OTROS,HONDA,TWISTER
1643/01071-560,MANUBRIO HONDA XL125/XR200 BLANCO MDA,0,18173.180817,OTROS,HONDA,XR
1643/01070-560,MANUBRIO HONDA XL125/XR200 NEGRO MDA,0,18173.180817,OTROS,HONDA,XR
1643/00412-647,MANUBRIO HONDA XR 250 TORNADO CROMADO JN,0,10314.484191,OTROS,HONDA,XR 250
1643/01079-560,MANUBRIO HONDA XR 80/100 NEGRO MDA,0,16802.138529,OTROS,HONDA,XR 100
1643/01081-560,MANUBRIO HONDA XR250/600 BLANCO MDA,0,18173.180817,OTROS,HONDA,XR
1643/01080-560,MANUBRIO HONDA XR250/600 NEGRO MDA,0,18173.180817,OTROS,HONDA,XR
1643/01191-560,MANUBRIO KINETIC SAFARI CROMADO . MDA,0,4028.054184,OTROS,,UNIVERSAL
1643/01103-560,MANUBRIO MOTOMEL 150VX C/SOPORTE INCORPORADO NEGRO MDA,0,12557.462643,OTROS,MOTOMEL,UNIVERSAL
1643/00218-647,MANUBRIO MOTOMEL SKUA 150 CROMADO JN,0,8921.497464,OTROS,MOTOMEL,SKUA150
1643/01083-560,MANUBRIO MOTOMEL SKUA 150 NEGRO MDA,0,14669.097894,OTROS,MOTOMEL,SKUA150
1643/01105-560,MANUBRIO PARA CUB 110/125 MDA,0,17624.609046,OTROS,,110
1643/01091-560,MANUBRIO REGULABLE C/PUNTERA ALUMINIZADO MDA,0,45798.06379499999,OTROS,,UNIVERSAL
1643/01090-560,MANUBRIO REGULABLE C/PUNTERA NEGRO MDA,0,45798.06379499999,OTROS,,UNIVERSAL
1643/01021-560,MANUBRIO S.SPORT C/PUNTERA ALUMINIZADO MDA,0,22334.587407,OTROS,,UNIVERSAL
1643/01020-560,MANUBRIO S.SPORT C/PUNTERA NEGRO MDA,0,22334.587407,OTROS,,UNIVERSAL
1643/01051-560,MANUBRIO SUZUKI AX100/115 CROMADO MDA,0,17770.937976,OTROS,SUZUKI,AX100
1643/01057-560,MANUBRIO SUZUKI AX100/115 NEGRO MDA,0,14669.097894,OTROS,SUZUKI,AX100
1643/01056-560,MANUBRIO SUZUKI EN 125 2 AGUJEROS CROMADO MDA,0,17770.937976,OTROS,SUZUKI,125
1643/01055-560,MANUBRIO SUZUKI GN125H MDA,0,17770.937976,OTROS,SUZUKI,GN125
1643/01054-150,MANUBRIO YAMAHA FZ16 NEGRO CROMOFORTE,11.43444990339947,0,OTROS,YAMAHA,FZ16
1643/01054-647,MANUBRIO YAMAHA FZ16 NEGRO JN,0,6068.602782,OTROS,YAMAHA,FZ16
1643/01054-560,MANUBRIO YAMAHA FZ16 NEGRO MDA,0,14808.683736,OTROS,YAMAHA,FZ16
1643/05070-077,MANUBRIO YAMAHA NEW CRYPTON 110 NSU,9.129015067857745,0,OTROS,YAMAHA,CRYPTON
1643/01050-560,MANUBRIO YAMAHA RX125 CROMADO. MDA,0,18617.166117,OTROS,YAMAHA,UNIVERSAL
1643/01053-560,MANUBRIO YAMAHA XTZ125 ALUM MDA,0,14478.733071,OTROS,YAMAHA,XTZ125
1643/01058-560,MANUBRIO YAMAHA YBR 250 CROMADO MDA,0,17770.937976,OTROS,YAMAHA,YBR
1643/01052-150,MANUBRIO YAMAHA YBR CROMADO CROMOFORTE,7.50196713238907,0,OTROS,YAMAHA,YBR
1643/01052-647,MANUBRIO YAMAHA YBR CROMADO JN,0,8921.497464,OTROS,YAMAHA,YBR
1643/01052-560,MANUBRIO YAMAHA YBR CROMADO MDA,0,17770.937976,OTROS,YAMAHA,YBR
1643/00815-647,MANUBRIO YAMAHA YBR NEGRO JN,0,6767.561097,OTROS,YAMAHA,YBR
1643/01152-560,MANUBRIO ZANELLA NEW FIRE NEGRO MDA,0,20166.155361,OTROS,ZANELLA,UNIVERSAL
1643/01062-150,MANUBRIO ZANELLA RX 150 CROMADO CROMOFORTE,7.622966602266311,0,OTROS,ZANELLA,150
1643/01144-647,MANUBRIO ZANELLA RX 150 CROMADO JN,0,8921.497464,OTROS,ZANELLA,150
1643/01062-560,MANUBRIO ZANELLA RX 150 CROMADO MDA,0,17770.937976,OTROS,ZANELLA,150
1643/01144-077,MANUBRIO ZANELLA RX 150 CROMADO NSU,9.135286741007995,0,OTROS,ZANELLA,NS 150
1643/01063-647,MANUBRIO ZANELLA RX 150/200 NEGRO JN,0,6723.044955,OTROS,ZANELLA,150
1643/01063-560,MANUBRIO ZANELLA RX 150/200 NEGRO MDA,0,14669.097894,OTROS,ZANELLA,150
1643/01161-560,MANUBRIO ZANELLA SOL BUSSINES NEGRO MDA,0,40003.849809,OTROS,ZANELLA,SOL
1643/01160-560,MANUBRIO ZANELLA SOL NEGRO MDA,0,20166.155361,OTROS,ZANELLA,SOL
1643/01156-560,MANUBRIO ZANELLA V3 BAJO C/STEM FINO NEGRO MDA,0,17056.376469,OTROS,ZANELLA,UNIVERSAL
1643/01150-560,MANUBRIO ZANELLA V3/DUE/VR NEGRO (STEM FINO) MDA,0,23414.157756,OTROS,ZANELLA,DUE
1537/00750-138,MAQUINA PARA CAMBIAR NEUMATICO MOTO .,2991.23499611491,0,OTROS,,UNIVERSAL
1001/01300-022,MARCADORES BLANCO PINTURA PARA NEUMATICOS x 6UNID. NSU,5.520125345625001,0,OTROS,,UNIVERSAL
1001/01320-022,MARCADORES VARIOS COLORES PINTURA NEUMATICOS x 8u. NSU,9.385952244661043,0,OTROS,,UNIVERSAL
1001/13000-566,MASCARA NEOPRENE/POLAR VC,0,6419.909826,OTROS,GILERA,UNIVERSAL
1001/13020-128,MASCARA TERMICA NEOPRENE C/CUELLO POLAR AZUL .,1.304356276671982,0,OTROS,,UNIVERSAL
1001/13020-022,MASCARA TERMICA NEOPRENE C/CUELLO POLAR AZUL NSU,1.333637744107475,0,OTROS,,UNIVERSAL
1001/13030-128,MASCARA TERMICA NEOPRENE C/CUELLO POLAR NEGRA .,2.202181767515946,0,OTROS,,UNIVERSAL
1001/13010-128,MASCARA TERMICA NEOPRENE C/CUELLO POLAR ROJA .,1.304356276671982,0,OTROS,,UNIVERSAL
1001/13010-022,MASCARA TERMICA NEOPRENE C/CUELLO POLAR ROJA NSU,1.333637744107475,0,OTROS,,UNIVERSAL
1729/00003-077,MAZA RUEDA DEL. A DISCO SMASH/MOT.BIT/WAVE(GLPRO) NSU,14.99146537345965,0,FRENOS,GILERA,SMASH
1729/00003-038,MAZA RUEDA DEL. A DISCO SMASH/MOT.BIT/WAVE(GLPRO) NSU,14.99205936933579,0,FRENOS,GILERA,SMASH
1729/00006-134,MAZA RUEDA DEL. HONDA BIZ C125 DIAFRAG,25.30758160847797,0,OTROS,HONDA,BIZ
1729/00005-038,MAZA RUEDA DEL. KAWASAKI NEO MAX NSU,15.58416223130659,0,OTROS,KAWASAKI,UNIVERSAL
1729/00009-077,MAZA RUEDA DEL. MOTOMEL SKUA 250/250F NSU,29.46870815190697,0,OTROS,MOTOMEL,NS 250
1729/00026-134,MAZA RUEDA DEL. YAMAHA YBR 125 BRASIL DIAFRAG,31.44980491925125,0,OTROS,YAMAHA,YBR125
1729/00060-103,MAZA RUEDA DEL. ZANELLA SEXY .,19.59937579443142,0,OTROS,ZANELLA,UNIVERSAL
1731/00005-038,MAZA RUEDA TRAS. GILERA SMASH C/RULEMAN NSU,20.2920265544228,0,OTROS,GILERA,SMASH
1731/00005-022,MAZA RUEDA TRAS. GILERA SMASH C/RULEMAN NSU,20.29195408471599,0,OTROS,GILERA,SMASH
1731/00018-022,MAZA RUEDA TRAS. HONDA BIZ C/RUL. NSU,23.77682677499033,0,OTROS,HONDA,BIZ
1731/00026-134,MAZA RUEDA TRAS. HONDA BIZ C100/125 DIAFRAG,49.71122923446717,0,OTROS,HONDA,BIZ
1731/00019-134,MAZA RUEDA TRAS. HONDA CG 150/TITAN 2004 DIAFRAG,46.82679484249306,0,OTROS,HONDA,CG150 / TITAN
1731/00020-038,MAZA RUEDA TRAS. HONDA CG125/MOTOMEL DAKAR 200 NSU,29.63852067481637,0,OTROS,HONDA,CG125
1731/00031-022,MAZA RUEDA TRAS. HONDA NF100 WAVE NSU,27.97542642482031,0,OTROS,HONDA,WAVE
1731/00025-038,MAZA RUEDA TRAS. HONDA TITAN 2000 NSU,36.43523913821697,0,OTROS,HONDA,TITAN
1731/00040-022,MAZA RUEDA TRAS. KAWASAKI  NEO MAX (RXS) C/RUL.MAN NSU,19.28769254980531,0,OTROS,KAWASAKI,UNIVERSAL
1731/00047-077,MAZA RUEDA TRAS. MOTOMEL MOTARD 200 NSU,72.58679156847383,0,OTROS,MOTOMEL,NS 200
1731/00048-128,MAZA RUEDA TRAS. MOTOMEL SKUA 150 C/MANCHON .,38.50211548208806,0,OTROS,MOTOMEL,SKUA150
1731/00048-077,MAZA RUEDA TRAS. MOTOMEL SKUA 150 C/MANCHON NSU,38.5013908125,0,OTROS,MOTOMEL,SKUA150
1731/00051-022,MAZA RUEDA TRAS. SUZUKI AX100 C/RULEMAN Y MANCHON NSU,23.63159522898674,0,OTROS,SUZUKI,AX100
1731/00060-038,MAZA RUEDA TRAS. YAMAHA CRYPTON /  V80 NSU,23.37686137731995,0,OTROS,YAMAHA,CRYPTON
1731/00070-038,MAZA RUEDA TRAS. YAMAHA YBR125 NSU,34.55716735732338,0,OTROS,YAMAHA,YBR125
1731/00110-103,MAZA RUEDA TRAS.ZANELLA SEXY .,34.84377004808999,0,OTROS,ZANELLA,UNIVERSAL
1445/00010-621,MEDIA LUNA ESCAPE CG x10UNID. .,0,6252.645960000001,OTROS,HONDA,CG
1445/00020-621,MEDIA LUNA ESCAPE ZANELLA RX150 x10UNID. .,0,5976.345968999999,OTROS,ZANELLA,RX150
1863/00005-019,MEDIA POLEA DEL VARIADOR HONDA ELITE 50 TERCOM,44.97179184514744,0,OTROS,HONDA,50
1863/00010-019,MEDIA POLEA DEL VARIADOR YAMAHA AXIS 90 TERCOM,45.01844226164388,0,OTROS,YAMAHA,90
1427/00060-020,MEDIA POLEA EMBRAGUE YAMAHA AXIS 90 TW.,32.64574543687228,0,OTROS,YAMAHA,90
1863/00020-019,MEDIA TAPA VARIADOR HONDA ELITE 50  TERCOM,0.8983811168635565,0,OTROS,HONDA,50
1537/10255-138,MEDIDO DIGITAL DE PRESION AIRE NEUMATICO 4 ESCALAS .,8.857161195014191,0,OTROS,,UNIVERSAL
2014/00005-138,MINI COMPRESOR 150PSI DC12V.14AMP.CUERPO METAL .,22.90486071159187,0,OTROS,,UNIVERSAL
1001/00194-038,MINICOMPRESOR ANALOGICO 12V.150PSI NSU,18.62213264588356,0,OTROS,,UNIVERSAL
1001/00196-038,MINICOMPRESOR DIGITAL 12V.150PSI NSU,27.68272583967018,0,OTROS,,UNIVERSAL
1001/00395-022,MOCHILA RIGIDA CON PUERTOS USB NSU,70.37205915654945,0,OTROS,,UNIVERSAL
1671/01042-667,MODULO RECTIFICADOR CARGA DE BATERIA H.TWISTER x10 PIETCARD,0,6483.959361,BATERÍAS,,TWISTER
6030/00010-094,MOTO AGUA 4 T NSU,38548.00218882261,0,OTROS,,UNIVERSAL
1049/00100-022,MOTOR ARRANQUE 200CC 11 DIENTES NSU,49.67053985415344,0,OTROS,,UNIVERSAL
1049/00003-022,MOTOR ARRANQUE BAJAJ 220 NSU,25.7171142631184,0,OTROS,BAJAJ,220
1049/10361-623,MOTOR ARRANQUE BAJAJ ROUSER 135CC DZE,0,66160.758609,OTROS,BAJAJ,ROUSER
1049/10362-623,MOTOR ARRANQUE BAJAJ ROUSER 220CC DZE,0,81578.57449500001,OTROS,BAJAJ,ROUSER
1049/10363-623,MOTOR ARRANQUE BAJAJ ROUSER NS200CC DZE,0,77132.46845700001,OTROS,BAJAJ,NS200 / ROUSER
1049/10363-022,MOTOR ARRANQUE BAJAJ ROUSER NS200CC NSU,36.09606349320831,0,OTROS,BAJAJ,NS200 / ROUSER
1049/10264-623,MOTOR ARRANQUE GILERA SUPER/MOTOMEL VX150/VCL125 DZE,0,60317.667036,OTROS,GILERA,UNIVERSAL
1049/10264-022,MOTOR ARRANQUE GILERA SUPER/MOTOMEL VX150/VCL125 NSU,23.5124764875,0,OTROS,GILERA,UNIVERSAL
1049/10366-022,MOTOR ARRANQUE HONDA BIZ 125 2012-2018 NSU,24.32351433720246,0,OTROS,HONDA,BIZ
1049/10280-623,MOTOR ARRANQUE HONDA BIZ 125 DZE,0,63280.038888,OTROS,HONDA,BIZ
1049/10263-623,MOTOR ARRANQUE HONDA BIZ-GILERA SMASH DZE,0,55693.87866900001,OTROS,GILERA / HONDA,SMASH
1049/10364-022,MOTOR ARRANQUE HONDA CB 190 R NSU,23.87238181468231,0,OTROS,HONDA,CB
1049/00005-077,MOTOR ARRANQUE HONDA CG 125/ZANELLA RX150 NSU,22.54244367963009,0,OTROS,HONDA,CG125 / RX150
1049/10271-623,MOTOR ARRANQUE HONDA CG TITAN 125/CBX 200 STRADA DZE,0,104768.446167,OTROS,HONDA,TITAN
1049/10273-623,MOTOR ARRANQUE HONDA CG TITAN 150 DZE,0,64322.34583500001,OTROS,HONDA,TITAN
1049/10273-022,MOTOR ARRANQUE HONDA CG TITAN 150 NSU,23.64139367539673,0,OTROS,HONDA,TITAN
1049/10266-623,MOTOR ARRANQUE HONDA ELITE/CUATRICICLO 150 DZE,0,102369.984651,OTROS,HONDA,150
1049/10287-623,MOTOR ARRANQUE HONDA VTR 250 INTERCEPTOR DZE,0,105088.67424,OTROS,HONDA,250
1049/00277-022,MOTOR ARRANQUE HONDA WAVE 110 S NSU,19.4535890454364,0,OTROS,HONDA,WAVE110
1049/10365-022,MOTOR ARRANQUE HONDA XR150L NSU,27.17623572211568,0,OTROS,HONDA,XR
1049/10272-623,MOTOR ARRANQUE HONDA XR250 TORNADO/TWISTER DZE,0,96099.520473,OTROS,HONDA,TWISTER
1049/10267-623,MOTOR ARRANQUE MONDIAL 250/HONDA CB 250 DZE,0,139451.852529,OTROS,HONDA / MONDIAL,CB 250
1049/10285-623,MOTOR ARRANQUE MOTOMEL CG150/ZANELLA RX150 DZE,0,70259.84064,OTROS,HONDA / MOTOMEL,CG150 / RX150
1049/10265-623,MOTOR ARRANQUE MOTOMEL CUSTOM/XR 200/CG125/TITAN DZE,0,52600.467447,OTROS,MOTOMEL,CG125 / TITAN
1049/00030-077,MOTOR ARRANQUE MOTOMEL MOTARD 200 NSU,25.18008747694151,0,OTROS,MOTOMEL,NS 200
1049/10279-022,MOTOR ARRANQUE SUZUKI EN/GS 125 NSU,28.960707252361,0,OTROS,SUZUKI,NS 125
1049/10286-623,MOTOR ARRANQUE SUZUKI GN 250/GZ DZE,0,114369.986016,OTROS,SUZUKI,250
1049/10274-623,MOTOR ARRANQUE YAMAHA CRYPTON DZE,0,100159.055469,OTROS,YAMAHA,CRYPTON
1049/10274-022,MOTOR ARRANQUE YAMAHA CRYPTON NSU,16.94143972333088,0,OTROS,YAMAHA,CRYPTON
1049/00022-022,MOTOR ARRANQUE YAMAHA FZ 16 2010/2014 NSU,22.09385885629223,0,OTROS,YAMAHA,FZ16
1049/00020-623,MOTOR ARRANQUE YAMAHA FZ 16 DZE,0,162130.141404,OTROS,YAMAHA,FZ16
1049/00020-022,MOTOR ARRANQUE YAMAHA FZ 16 NSU,21.07755063873688,0,OTROS,YAMAHA,FZ16
1049/00040-623,MOTOR ARRANQUE YAMAHA NEW CRYPTON DZE,0,59994.900504,OTROS,YAMAHA,CRYPTON
1049/00040-022,MOTOR ARRANQUE YAMAHA NEW CRYPTON NSU,17.72778144884662,0,OTROS,YAMAHA,CRYPTON
1049/00050-022,MOTOR ARRANQUE YAMAHA YBR 125 2012 NSU,24.23706918183345,0,OTROS,YAMAHA,YBR125
1049/10283-623,MOTOR ARRANQUE YAMAHA YBR 125/XTZ 125 DZE,0,63280.038888,OTROS,YAMAHA,XTZ125 / YBR125
