code,description,price_importado,price_nacional,categoria_nueva,marca_final,modelo_final
1400,Descripcion,Lista Importado final,Lista Nacional final,OTROS,,UNIVERSAL
1001/00010-084,ABRAZADERA CHAPA FILTRO AIRE NSU,0.3585420678475125,0,FILTROS,,UNIVERSAL
1005/02102-630,ACEITE MOTO 4T 20W40 X 1LT YAMALUBE,0,7822.364318999999,LUBRICANTES,,UNIVERSAL
1007/01105-658,ACEITE POWER TRAC 4T 15W50 DOYPACK x 1 LITRO(SEMI GULF,0,8434.681794,LUBRICANTES,,UNIVERSAL
1007/01100-658,ACEITE POWER TRAC 4T 15W50 x 1 LITRO(SEMISINTETICO GULF,0,8459.713548,LUBRICANTES,,UNIVERSAL
1003/01010-658,ACEITE PRIDE 2T VERDE SACHET x 100 ML(MINERAL) GULF,0,660.0385440000001,LUBRICANTES,,100
1003/03100-658,ACEITE PRIDE 2T VERDE x 1 LITRO (MINERAL) GULF,0,4572.793764,LUBRICANTES,,UNIVERSAL
1005/02100-658,ACEITE PRIDE 4T SPECIAL 20W50  x 1 LITRO(MINERAL) GULF,0,5504.104386,LUBRICANTES,,UNIVERSAL
1005/02105-658,ACEITE PRIDE 4T SPECIAL DOYPACK 20W 50x1LITRO MINE GULF,0,5238.487485000001,LUBRICANTES,,UNIVERSAL
1005/02103-658,ACEITE PRIDE 4T SPECIAL DOYPACK 20W 50x800ML MINER GULF,0,4128.877071,LUBRICANTES,,UNIVERSAL
1009/01100-658,ACEITE SYNTRAC 4T 10W 40 x 1 LITRO (SINTETICO) GULF,0,15019.807077,LUBRICANTES,,UNIVERSAL
1225/00400-536,ACOPLE CARBURADOR CORTINA PLANA DIAM35 COMPETICION AF,0,2836.066365,ALIMENTACIÓN / CARBURACIÓN,,UNIVERSAL
1225/00410-536,ACOPLE CARBURADOR CORTINA PLANA DIAM40 COMPETICION AF,0,2836.066365,ALIMENTACIÓN / CARBURACIÓN,,UNIVERSAL
1548/00010-536,ACRILICO TABLERO GILERA SMASH/BIZ AF,0,2827.892331,ELECTRICIDAD,GILERA,SMASH
1548/00010-022,ACRILICO TABLERO GILERA SMASH/BIZ NSU,2.419964945892334,0,ELECTRICIDAD,GILERA,SMASH
1548/00015-536,ACRILICO TABLERO HONDA BIZ 125 AF,0,2827.892331,ELECTRICIDAD,HONDA,BIZ
1548/00014-536,ACRILICO TABLERO HONDA BIZ 125 REVOLUTION AF,0,2827.892331,ELECTRICIDAD,HONDA,BIZ
1548/00050-038,ACRILICO TABLERO HONDA CG150 TITAN NEW 2018 NSU,5.084327527435685,0,ELECTRICIDAD,HONDA,CG150 / TITAN
1548/00011-536,ACRILICO TABLERO HONDA WAVE/GUERRERO G100 AF,0,2827.892331,ELECTRICIDAD,HONDA,WAVE
1548/00011-022,ACRILICO TABLERO HONDA WAVE/GUERRERO G100 NSU,3.002997003804588,0,ELECTRICIDAD,HONDA,WAVE
1548/00016-022,ACRILICO TABLERO YAMAHA CRYPTON NSU,2.407928012383461,0,ELECTRICIDAD,YAMAHA,CRYPTON
1548/00016-566,ACRILICO TABLERO YAMAHA CRYPTON VC,0,3469.485393,ELECTRICIDAD,GILERA / YAMAHA,CRYPTON
1548/00017-536,ACRILICO TABLERO YAMAHA NEW CRYPTON AF,0,2827.892331,ELECTRICIDAD,YAMAHA,CRYPTON
1548/00012-566,ACRILICO TABLERO ZAN SEXY 110 VC,0,3036.506616,ELECTRICIDAD,GILERA,VC 110
1548/00013-566,ACRILICO TABLERO ZANELLA  ZB 2007/8/9 VC,0,3032.978256,ELECTRICIDAD,GILERA / ZANELLA,UNIVERSAL
1548/00020-566,ACRILICO TABLERO ZANELLA VENTO VC,0,3036.496815,ELECTRICIDAD,GILERA / ZANELLA,UNIVERSAL
1548/00030-536,ACRILICO TABLERO ZANELLA ZB110 M/V-FUTURA AF,0,2827.892331,ELECTRICIDAD,ZANELLA,ZB110
1648/08340-560,ADAPTADOR DE MANUBRIO 22.22 A 28.6MM ALUMINIO MDA,0,51499.305495,OTROS,,UNIVERSAL
1648/08341-560,ADAPTADOR DE MANUBRIO 22.22 A 28.6MM NEGRO MDA,0,51499.305495,OTROS,,UNIVERSAL
1299/00025-566,ADAPTADOR PARA PATENTE GILERA SMASH VC,0,1794.964941,CARROCERÍA,GILERA,SMASH
1299/00030-566,ADAPTADOR PARA PATENTE UNIVERSAL VC,0,1794.964941,CARROCERÍA,GILERA,UNIVERSAL
1001/00124-665,AEROSOL FOAM FILTRO x220CC BMB,0,6033.877839,FILTROS,,UNIVERSAL
1020/00010-566,ALARGUE AMORTIGUADOR HONDA CG125 X JGO. VC,0,6931.757250000001,SUSPENSIÓN,GILERA / HONDA,CG125
1020/00025-621,ALARGUE AMORTIGUADOR MONOSHOCK .,0,5634.232263,SUSPENSIÓN,,UNIVERSAL
1001/10225-623,"ALARMA MOTO C/ENCENDIDO A DISTANCIA,PANICO DZE",0,48679.99884,SEGURIDAD,,UNIVERSAL
1537/00800-138,AMOLADORA MINITORNO NEUMATICA 25000RPM C/BROCA .,56.43511487887501,0,OTROS,,UNIVERSAL
1033/00010-532,AMORT. MONOSHOCK CORVEN TRIAX 150/200/250 FAR,0,86195.443356,SUSPENSIÓN,CORVEN,TRIAX 150
1033/00049-532,AMORT. MONOSHOCK HONDA TORNADO FAR,0,87521.518656,SUSPENSIÓN,HONDA,TORNADO
1033/00048-532,AMORT. MONOSHOCK HONDA TWISTER 250 FAR,0,79478.26920000001,SUSPENSIÓN,HONDA,TWISTER
1033/00047-532,AMORT. MONOSHOCK HONDA XLR125 FAR,0,70282.431945,SUSPENSIÓN,HONDA,UNIVERSAL
1033/00073-532,AMORT. MONOSHOCK MOTOMEL MOTARD FAR,0,72934.602147,SUSPENSIÓN,MOTOMEL,UNIVERSAL
1033/00070-532,AMORT. MONOSHOCK MOTOMEL SKUA 150 FAR,0,72934.602147,SUSPENSIÓN,MOTOMEL,SKUA150
1033/00070-022,AMORT. MONOSHOCK MOTOMEL SKUA 150 NSU,56.85825798311394,0,SUSPENSIÓN,MOTOMEL,SKUA150
1033/00075-532,AMORT. MONOSHOCK YAMAHA FZ16 FAR,0,184862.44359,SUSPENSIÓN,YAMAHA,FZ16
1033/00085-532,AMORT. MONOSHOCK YAMAHA XTZ 125/250 FAR,0,86195.443356,SUSPENSIÓN,YAMAHA,XTZ125
1033/10130-532,AMORT. MONOSHOCK ZANELLA ZTT/ DAKAR200 FAR,0,111582.483606,SUSPENSIÓN,ZANELLA,UNIVERSAL
1025/00060-566,AMORT. TRAS. HONDA ELITE 50 VC,0,27264.098367,SUSPENSIÓN,GILERA / HONDA,50
1021/00006-532,AMORT. TRAS.HIDRAULICO BETA BS 110 FAR,0,22907.416653,SUSPENSIÓN,BETA,110
1021/00053-532,AMORT. TRAS.HIDRAULICO GILERA SMASH 110/TRIP FAR,0,19978.436808,SUSPENSIÓN,GILERA,SMASH
1021/00050-022,AMORT. TRAS.HIDRAULICO GILERA SMASH-BIZ TUNING NSU,19.39442730910014,0,SUSPENSIÓN,GILERA,SMASH
1021/00048-022,AMORT. TRAS.HIDRAULICO HONDA C90 M/VIEJO NSU,25.16773611197603,0,SUSPENSIÓN,HONDA,C90
1021/00152-532,AMORT. TRAS.HIDRAULICO HONDA CG 150 TITAN ESD FAR,0,23972.814756,SUSPENSIÓN,HONDA,CG150 / TITAN
1021/00047-022,AMORT. TRAS.HIDRAULICO HONDA CG125/TITAN 2000KS/ES NSU,15.79069727282524,0,SUSPENSIÓN,HONDA,CG125 / TITAN
1021/00067-532,AMORT. TRAS.HIDRAULICO HONDA NEW WAVE 110 FAR,0,22641.005871,SUSPENSIÓN,HONDA,WAVE110
1021/00160-532,AMORT. TRAS.HIDRAULICO HONDA STORM 125 FAR,0,23972.814756,SUSPENSIÓN,HONDA,STORM 125
1021/00066-532,AMORT. TRAS.HIDRAULICO HONDA WAVE NF100 FAR,0,22907.397051,SUSPENSIÓN,HONDA,WAVE
1021/00052-022,AMORT. TRAS.HIDRAULICO HONDA WAVE NSU,15.79069727282524,0,SUSPENSIÓN,HONDA,WAVE
1021/00040-532,AMORT. TRAS.HIDRAULICO REG. HONDA BIZC100 CROMO/NE FAR,0,19978.436808,SUSPENSIÓN,HONDA,BIZ
1025/00040-012,AMORT. TRAS.HIDRAULICO REG. HONDA CD 100 REGENT/TOUGH,34.61560691400525,0,SUSPENSIÓN,HONDA,100
1021/00046-532,AMORT. TRAS.HIDRAULICO REG. HONDA CG125 FAR,0,20510.101854,SUSPENSIÓN,HONDA,CG125
1021/00055-022,AMORT. TRAS.HIDRAULICO REG. HONDACB250NIGHTHAWK NSU,19.29914899157524,0,SUSPENSIÓN,HONDA,CB
1021/00057-022,AMORT. TRAS.HIDRAULICO REG. KAWASAKI NEO MAX NSU,19.91538213225728,0,SUSPENSIÓN,KAWASAKI,UNIVERSAL
1021/00058-022,AMORT. TRAS.HIDRAULICO SUZUKI AX100 ROJO NSU,25.13053948276664,0,SUSPENSIÓN,SUZUKI,AX100
1021/00085-532,AMORT. TRAS.HIDRAULICO YAMAHA YBR 125 SIMIL ORIG. FAR,0,21714.830973,SUSPENSIÓN,YAMAHA,YBR125
1021/00200-532,AMORT. TRAS.HIDRAULICO ZANELLA ZB 110/MOTOMEL BIT FAR,0,19977.348897,SUSPENSIÓN,ZANELLA,ZB 110
1036/00060-070,ANTIPARRAS CHOPERA AZUL C/LENTE AZUL (7832) TERCOM,12.08800034096207,0,OTROS,,UNIVERSAL
1036/00190-022,ANTIPARRAS CROSS ATV NSU,5.195620403498268,0,OTROS,,UNIVERSAL
1036/00180-081,ANTIPARRAS FUME SE1128 NSU,13.11621767034666,0,OTROS,,UNIVERSAL
1036/00100-070,ANTIPARRAS LAMINA CUBRE LENTE TEAROFF X 10 TERCOM,14.50782834852211,0,MOTOR,,UNIVERSAL
1001/00810-591,ANTIRROBO ELECTRONICO 12V APOLO,0,110573.500059,OTROS,,UNIVERSAL
1001/00800-591,ANTIRROBO ELECTRONICO 6V APOLO,0,110573.500059,OTROS,,UNIVERSAL
1849/00010-019,ANTIVIBRADOR ELITE 50  (SET) 22132 TERCOM,0.5683635637300052,0,OTROS,,50
1849/00030-019,ANTIVIBRADOR SUZUKI AE 50 (SET) 21481 TERCOM,1.076902283835969,0,OTROS,SUZUKI,50
1803/00038-621,ARANDELA DE GOMA 8MM x100unid. .,0,6077.149254000001,OTROS,,UNIVERSAL
1803/00210-621,ARANDELA GROWER 10MM x 50 unidades .,0,5729.07654,OTROS,,50
1803/00212-621,ARANDELA GROWER 12MM x 50 unidades .,0,8354.901654000001,OTROS,,50
1803/00214-621,ARANDELA GROWER 14MM x 50 unidades .,0,10980.726768,OTROS,,50
1803/00206-621,ARANDELA GROWER 6MM x 100 unidades .,0,7638.762186,OTROS,,100
1803/00207-621,ARANDELA GROWER 7MM x 100 unidades .,0,8354.901654000001,OTROS,,100
1803/00070-621,ARANDELA PLANA 23X13X1.65 x20UNID. .,0,1036.857591,OTROS,,UNIVERSAL
1803/00130-621,ARANDELA PLANA 6X18MM x50 UNID. .,0,2821.129641,OTROS,,UNIVERSAL
1803/00060-566,ARANDELA PLANA CUBREPIERNAS GILERA SMASH (PVC) VC,0,282.131586,ACCESORIOS,GILERA,SMASH
1803/00110-621,ARANDELA REFORZADA 10mm x 50 unidades .,0,2777.093748,OTROS,,50
1803/00150-621,ARANDELA REFORZADA 12mm x50unid. .,0,3305.965509,OTROS,,UNIVERSAL
1803/00050-531,ARANDELA SUPLEMENTO 16 X 24 X 0.20 x10 unid. ALFREDO,0,2657.158911,OTROS,,UNIVERSAL
1803/00100-627,ARANDELA TAPON CARTER ACEITE 12X20mm x10UNID. JUNTAS ALFA,0,1057.518099,LUBRICANTES,,UNIVERSAL
1803/00120-627,ARANDELA TENSOR CADENA DISTRIB.14x20mm x10UNID. JUNTAS ALFA,0,1057.518099,MOTOR,,UNIVERSAL
1037/00006-038,ARBOL DE LEVAS BAJAJ PULSAR 135 NSU,8.022167478080751,0,MOTOR,BAJAJ,PULSAR
1037/00008-038,ARBOL DE LEVAS BAJAJ ROUSER 200/220 NSU,13.22546948973084,0,MOTOR,BAJAJ,ROUSER
1037/00009-038,ARBOL DE LEVAS BAJAJ ROUSER NS 200 NSU,8.114224449967919,0,MOTOR,BAJAJ,ROUSER
1037/00022-022,ARBOL DE LEVAS GIL.SMASH M/N/SEXY C/DESCOMP.LARGO NSU,5.190877257733726,0,MOTOR,,SMASH
1037/00022-038,ARBOL DE LEVAS GIL.SMASH M/N/SEXY C/DESCOMP.LARGO NSU,7.768132360799676,0,MOTOR,,SMASH
1037/00033-077,ARBOL DE LEVAS GILERA SMASH/MAX 110 CORTO NSU,5.336115185282133,0,MOTOR,GILERA,SMASH
1037/00033-038,ARBOL DE LEVAS GILERA SMASH/MAX 110 CORTO NSU,5.336217150916444,0,MOTOR,GILERA,SMASH
1037/00033-022,ARBOL DE LEVAS GILERA SMASH/MAX 110 CORTO NSU,5.336247485920715,0,MOTOR,GILERA,SMASH
1037/00020-038,ARBOL DE LEVAS GILERA SMASH-HONDA C90 M/V NSU,6.4009775025516,0,MOTOR,GILERA,SMASH
1037/00021-038,ARBOL DE LEVAS GILERA VC 200/NXR 150 BROSS NSU,8.615162255259705,0,MOTOR,GILERA,XR 200
1037/00024-077,ARBOL DE LEVAS GUERRERO GMX 150 NSU,8.832961301038743,0,MOTOR,,NS 150
1037/00038-038,ARBOL DE LEVAS H.TORNADO (ADMISION/ESCAPE)C/CORONA NSU,23.36741762269317,0,MOTOR,,TORNADO
1037/00011-038,ARBOL DE LEVAS HONDA BIZ 125 DESCOMPRESOR NSU,9.631696860720634,0,MOTOR,HONDA,BIZ
1037/00010-022,ARBOL DE LEVAS HONDA BIZ/WAVE DESCOMPRESOR NSU,7.985891553750001,0,MOTOR,HONDA,WAVE
1037/00010-038,ARBOL DE LEVAS HONDA BIZ/WAVE DESCOMPRESOR NSU,7.985854755134582,0,MOTOR,HONDA,WAVE
1037/00016-038,ARBOL DE LEVAS HONDA BIZ/WAVE SIN DESCOMPRESOR NSU,8.602741558672601,0,MOTOR,HONDA,WAVE
1037/00014-038,ARBOL DE LEVAS HONDA CB150/200 NSU,11.12558562232704,0,MOTOR,HONDA,CB 200
1037/00018-038,ARBOL DE LEVAS HONDA CB150/250 S/BUJE NSU,9.67856721182642,0,MOTOR,HONDA,CB 250
1037/00023-038,ARBOL DE LEVAS HONDA CBX 250 NSU,16.00593226456193,0,MOTOR,HONDA,CB 250
1439/00013-038,ARBOL DE LEVAS HONDA CG 150 (3 PZS) KIT NSU,16.33492843342781,0,MOTOR,HONDA,CG150
1037/00026-022,ARBOL DE LEVAS HONDA CG 150 TORRETA NSU,20.14611472652541,0,MOTOR,HONDA,CG150
1439/00010-038,ARBOL DE LEVAS HONDA CG125 TODAY (3 PZS) KIT NSU,8.972145495932121,0,MOTOR,HONDA,CG125
1037/00025-038,ARBOL DE LEVAS HONDA CG150 NSU,10.13962447008348,0,MOTOR,HONDA,CG150
1037/00013-038,ARBOL DE LEVAS HONDA WAVE 110S NSU,8.348981984596254,0,MOTOR,HONDA,WAVE110
1037/00051-038,ARBOL DE LEVAS HONDA WAVE NSU,6.413112855680465,0,MOTOR,HONDA,WAVE
1037/00040-038,ARBOL DE LEVAS HONDA XL 125 BRASIL NX150/CBX-150 NSU,9.341002422244548,0,MOTOR,HONDA,CB 125
1037/00100-038,ARBOL DE LEVAS YAMAHA FZ 16 NSU,10.30915483354111,0,MOTOR,YAMAHA,FZ16
1037/00200-038,ARBOL DE LEVAS YAMAHA NEW CRYPTON NSU,6.679170737223816,0,MOTOR,YAMAHA,CRYPTON
1037/00200-077,ARBOL DE LEVAS YAMAHA NEW CRYPTON NSU,10.28494570213633,0,MOTOR,YAMAHA,CRYPTON
1037/00070-038,ARBOL DE LEVAS YAMAHA YBR 125 NSU,8.015004884668578,0,MOTOR,YAMAHA,YBR125
1037/00300-038,ARBOL DE LEVAS YAMAHA YBR/CRYPTON NSU,6.212112783497658,0,MOTOR,YAMAHA,CRYPTON
1043/00081-022,ARO BAJAJ PULSAR 180 0.25 NSU,4.816606227150491,0,MOTOR,BAJAJ,PULSAR
1043/00082-022,ARO BAJAJ PULSAR 180 0.50 NSU,4.816606227150491,0,MOTOR,BAJAJ,PULSAR
1043/00083-022,ARO BAJAJ PULSAR 180 0.75 NSU,4.816606227150491,0,MOTOR,BAJAJ,PULSAR
1043/00084-022,ARO BAJAJ PULSAR 180 1.00 NSU,4.816606227150491,0,MOTOR,BAJAJ,PULSAR
1043/00080-022,ARO BAJAJ PULSAR 180 STD NSU,4.816606227150491,0,MOTOR,BAJAJ,PULSAR
1043/00063-022,ARO BAJAJ PULSAR 220 0.75 NSU,4.815880240456932,0,MOTOR,BAJAJ,PULSAR
1043/00064-022,ARO BAJAJ PULSAR 220 1.00 NSU,4.815880240456932,0,MOTOR,BAJAJ,PULSAR
1043/00071-022,ARO BAJAJ PULSAR/ROUSER 135 0.25 NSU,2.790196724880066,0,MOTOR,BAJAJ,ROUSER
1043/00072-022,ARO BAJAJ PULSAR/ROUSER 135 0.50 NSU,2.790196724880066,0,MOTOR,BAJAJ,ROUSER
1043/00073-022,ARO BAJAJ PULSAR/ROUSER 135 0.75 NSU,2.784097751433563,0,MOTOR,BAJAJ,ROUSER
1043/00074-022,ARO BAJAJ PULSAR/ROUSER 135 1.00 NSU,2.784097751433563,0,MOTOR,BAJAJ,ROUSER
1043/00070-022,ARO BAJAJ PULSAR/ROUSER 135 STD NSU,2.790201574831696,0,MOTOR,BAJAJ,ROUSER
1043/00091-022,ARO BAJAJ PULSAR/ROUSER NS200 0.25 NSU,3.63767173886776,0,MOTOR,BAJAJ,NS200 / ROUSER
1043/00092-022,ARO BAJAJ PULSAR/ROUSER NS200 0.50 NSU,3.63767173886776,0,MOTOR,BAJAJ,NS200 / ROUSER
1043/00093-022,ARO BAJAJ PULSAR/ROUSER NS200 0.75 NSU,3.643831123692369,0,MOTOR,BAJAJ,NS200 / ROUSER
1043/00094-022,ARO BAJAJ PULSAR/ROUSER NS200 1.00 NSU,3.643831123692369,0,MOTOR,BAJAJ,NS200 / ROUSER
1043/00090-022,ARO BAJAJ PULSAR/ROUSER NS200 STD NSU,3.645858826984405,0,MOTOR,BAJAJ,NS200 / ROUSER
1043/00052-022,ARO BETA MOTARD - BRAVA 250 0.50 NSU,5.709718527124433,0,MOTOR,BRAVA,NS 250
1043/00004-022,ARO BRAVA ELECTRA 150 0.25 NSU,2.397801805685263,0,MOTOR,BRAVA,NS 150
1043/00006-022,ARO BRAVA ELECTRA 150 0.50 NSU,2.397801805685263,0,MOTOR,BRAVA,NS 150
1043/00007-022,ARO BRAVA ELECTRA 150 0.75 NSU,2.397801805685263,0,MOTOR,BRAVA,NS 150
1043/00008-022,ARO BRAVA ELECTRA 150 1.00 NSU,2.397801805685263,0,MOTOR,BRAVA,NS 150
1043/00002-022,ARO BRAVA ELECTRA 150 STD NSU,2.397801805685263,0,MOTOR,BRAVA,NS 150
1039/02001-022,ARO DAELIM LIBERTY YAMAHA JOG 025 P/PISTON IMP. YAMASIDA,1.338404521041625,0,MOTOR,YAMAHA,UNIVERSAL
1039/02002-022,ARO DAELIM LIBERTY YAMAHA JOG 050 P/PISTON IMP. YAMASIDA,1.338404521041625,0,MOTOR,YAMAHA,UNIVERSAL
1039/02003-022,ARO DAELIM LIBERTY YAMAHA JOG 075 P/PISTON IMP. YAMASIDA,1.338404521041625,0,MOTOR,YAMAHA,UNIVERSAL
1039/02004-022,ARO DAELIM LIBERTY YAMAHA JOG 100 P/PISTON IMP. YAMASIDA,1.338404521041625,0,MOTOR,YAMAHA,100
1039/02005-022,ARO DAELIM LIBERTY YAMAHA JOG 125 P/PISTON IMP. YAMASIDA,1.338404521041625,0,MOTOR,YAMAHA,125
1039/02501-055,ARO DEI 50 CH 0.25 NSU,1.677187729005706,0,MOTOR,,50
1039/02502-055,ARO DEI 50 CH 0.50 NSU,1.677187729005706,0,MOTOR,,50
1039/02503-055,ARO DEI 50 CH 0.75 NSU,1.677187729005706,0,MOTOR,,50
1039/02504-055,ARO DEI 50 CH 1.00 NSU,1.677187729005706,0,MOTOR,,50
1039/02500-055,ARO DEI 50 CH STD NSU,1.677187729005706,0,MOTOR,,50
1461/00010-040,ARO FARO DEL. SUZUKI AX100 NSU,4.534017676160447,0,MOTOR,SUZUKI,AX100
1039/03008-575,ARO GARELLI NOI 50 200 YAMASIDA/KIM,0,6328.30968,MOTOR,,50
1043/15001-138,ARO GILERA 110 13MM/52.4MM 0.25 .,1.195738437941208,0,MOTOR,GILERA,110
1043/15001-022,ARO GILERA 110 13MM/52.4MM 0.25 YAMASIDA,2.031316068562318,0,MOTOR,GILERA,110
1043/15001-575,ARO GILERA 110 13MM/52.4MM 0.25 YAMASIDA/KIM,0,10433.879973,MOTOR,GILERA,110
1043/15002-138,ARO GILERA 110 13MM/52.4MM 0.50 .,1.195738437941208,0,MOTOR,GILERA,110
1043/15002-022,ARO GILERA 110 13MM/52.4MM 0.50 YAMASIDA,2.038604045300388,0,MOTOR,GILERA,110
1043/15002-575,ARO GILERA 110 13MM/52.4MM 0.50 YAMASIDA/KIM,0,10433.879973,MOTOR,GILERA,110
1043/15003-138,ARO GILERA 110 13MM/52.4MM 0.75 .,1.195738437941208,0,MOTOR,GILERA,110
1043/15003-022,ARO GILERA 110 13MM/52.4MM 0.75 YAMASIDA,2.038604045300388,0,MOTOR,GILERA,110
1043/15004-138,ARO GILERA 110 13MM/52.4MM 1.00 .,1.195738437941208,0,MOTOR,GILERA,110
1043/15004-022,ARO GILERA 110 13MM/52.4MM 1.00 YAMASIDA,2.038604045300388,0,MOTOR,GILERA,110
1043/15004-575,ARO GILERA 110 13MM/52.4MM 1.00 YAMASIDA/KIM,0,10433.879973,MOTOR,GILERA,110
1043/15005-138,ARO GILERA 110 13MM/52.4MM 1.25 .,1.195738437941208,0,MOTOR,GILERA,110
1043/15005-022,ARO GILERA 110 13MM/52.4MM 1.25 YAMASIDA,2.031316068562318,0,MOTOR,GILERA,110
1043/15005-575,ARO GILERA 110 13MM/52.4MM 1.25 YAMASIDA/KIM,0,10433.879973,MOTOR,GILERA,110
1043/15006-138,ARO GILERA 110 13MM/52.4MM 1.50 .,1.197873311723328,0,MOTOR,GILERA,110
1043/15006-022,ARO GILERA 110 13MM/52.4MM 1.50 YAMASIDA,2.035590278740082,0,MOTOR,GILERA,110
1043/15006-575,ARO GILERA 110 13MM/52.4MM 1.50 YAMASIDA/KIM,0,10433.879973,MOTOR,GILERA,110
1043/15007-138,ARO GILERA 110 13MM/52.4MM 1.75 .,1.186597282609177,0,MOTOR,GILERA,110
1043/15007-022,ARO GILERA 110 13MM/52.4MM 1.75 YAMASIDA,2.031316068562318,0,MOTOR,GILERA,110
1043/15007-575,ARO GILERA 110 13MM/52.4MM 1.75 YAMASIDA/KIM,0,10433.879973,MOTOR,GILERA,110
1043/15008-138,ARO GILERA 110 13MM/52.4MM 2.00 .,1.186597282609177,0,MOTOR,GILERA,110
1043/15008-022,ARO GILERA 110 13MM/52.4MM 2.00 YAMASIDA,2.038604045300388,0,MOTOR,GILERA,110
1043/15008-575,ARO GILERA 110 13MM/52.4MM 2.00 YAMASIDA/KIM,0,10433.879973,MOTOR,GILERA,110
1043/15000-138,ARO GILERA 110 13MM/52.4MM STD .,1.195743940965071,0,MOTOR,GILERA,110
1043/15000-022,ARO GILERA 110 13MM/52.4MM STD YAMASIDA,2.038604045300388,0,MOTOR,GILERA,110
1043/15000-575,ARO GILERA 110 13MM/52.4MM STD YAMASIDA/KIM,0,10433.879973,MOTOR,GILERA,110
1043/14001-022,ARO GILERA 150 CADENERA 0.25 YAMASIDA,4.816606227150491,0,MOTOR,GILERA,150
1043/14003-022,ARO GILERA 150 CADENERA 0.75 YAMASIDA,4.816606227150491,0,MOTOR,GILERA,150
1043/14005-022,ARO GILERA 150 CADENERA 1.25 YAMASIDA,4.816606227150491,0,MOTOR,GILERA,150
1043/13901-022,ARO GILERA C110 POTENCIADO 0.25 NSU,3.89627311292071,0,MOTOR,GILERA,UNIVERSAL
1043/13902-022,ARO GILERA C110 POTENCIADO 0.50 NSU,3.89627311292071,0,MOTOR,GILERA,50
1043/13903-022,ARO GILERA C110 POTENCIADO 0.75 NSU,3.89627311292071,0,MOTOR,GILERA,UNIVERSAL
1043/13904-022,ARO GILERA C110 POTENCIADO 1.00 NSU,3.89627311292071,0,MOTOR,GILERA,UNIVERSAL
1043/13900-022,ARO GILERA C110 POTENCIADO STD NSU,3.896216972428238,0,MOTOR,GILERA,UNIVERSAL
1043/14101-575,"ARO GILERA FUTURA 4T DIAM.52,50 0.25 YAMASIDA/KIM",0,10433.879973,LUBRICANTES,GILERA,FUTURA 50
1043/14102-575,"ARO GILERA FUTURA 4T DIAM.52,50 0.50 YAMASIDA/KIM",0,10433.879973,LUBRICANTES,GILERA,FUTURA 50
1043/14103-575,"ARO GILERA FUTURA 4T DIAM.52,50 0.75 YAMASIDA/KIM",0,10433.879973,LUBRICANTES,GILERA,FUTURA 50
1043/14104-575,"ARO GILERA FUTURA 4T DIAM.52,50 1.00 YAMASIDA/KIM",0,10433.879973,LUBRICANTES,GILERA,FUTURA 50
1043/14105-575,"ARO GILERA FUTURA 4T DIAM.52,50 1.25 YAMASIDA/KIM",0,10433.879973,LUBRICANTES,GILERA,FUTURA 50
1043/14106-575,"ARO GILERA FUTURA 4T DIAM.52,50 1.50 YAMASIDA/KIM",0,10433.879973,LUBRICANTES,GILERA,FUTURA 50
1043/14107-575,"ARO GILERA FUTURA 4T DIAM.52,50 1.75 YAMASIDA/KIM",0,10433.879973,LUBRICANTES,GILERA,FUTURA 50
1043/14108-575,"ARO GILERA FUTURA 4T DIAM.52,50 2.00 YAMASIDA/KIM",0,10433.879973,LUBRICANTES,GILERA,FUTURA 50
1043/14100-575,"ARO GILERA FUTURA 4T DIAM.52,50 STD YAMASIDA/KIM",0,10433.879973,LUBRICANTES,GILERA,FUTURA 50
1043/22051-022,ARO GILERA SMASH 125 0.25 NSU,2.758736497432709,0,MOTOR,GILERA,SMASH
1043/22052-022,ARO GILERA SMASH 125 0.50 NSU,2.758736497432709,0,MOTOR,GILERA,SMASH
1043/22053-022,ARO GILERA SMASH 125 0.75 NSU,2.758736497432709,0,MOTOR,GILERA,SMASH
1043/22054-022,ARO GILERA SMASH 125 1.00 NSU,2.758736497432709,0,MOTOR,GILERA,SMASH
1043/22050-022,ARO GILERA SMASH 125 STD NSU,2.751826774486542,0,MOTOR,GILERA,SMASH
1043/16001-022,ARO GILERA VC 200 0.25 NSU,3.518641058381224,0,MOTOR,GILERA,NS 200
1043/16002-022,ARO GILERA VC 200 0.50 NSU,3.51509008714551,0,MOTOR,GILERA,NS 200
1043/16003-022,ARO GILERA VC 200 0.75 NSU,3.51509008714551,0,MOTOR,GILERA,NS 200
1043/16004-022,ARO GILERA VC 200 1.00 NSU,3.51509008714551,0,MOTOR,GILERA,NS 200
1043/16000-022,ARO GILERA VC 200 STD NSU,3.51509008714551,0,MOTOR,GILERA,NS 200
1039/05007-575,ARO HERO PUCH 50  175 YAMASIDA/KIM,0,6328.30968,MOTOR,HERO,50
1039/05008-575,ARO HERO PUCH 50  200 YAMASIDA/KIM,0,6328.30968,MOTOR,HERO,50
1043/17521-022,ARO HONDA BIZ 125 0.25 NSU,3.106880838006163,0,MOTOR,HONDA,BIZ
1043/17522-022,ARO HONDA BIZ 125 0.50 NSU,3.106880838006163,0,MOTOR,HONDA,BIZ
1043/17523-022,ARO HONDA BIZ 125 0.75 NSU,3.109739128229141,0,MOTOR,HONDA,BIZ
